Date,CCTV_ID,Timestamp,Track_ID,Image_Path,Brand,Color,Type,first_seen_ts,last_seen_ts,first_seen_iso,last_seen_iso
22-05-2026,CCTV01,06:15:01,100,/home/exp2/project/team-models/detector/Yolov3-tiny/outputs/mux5_run_20260522_061500_chunk0003/crop_img/CCTV01/CCTV01_track_100_Car_22-05-2026_06-15-01_f000201_crop.jpg,Nissan,Black,Car,1779405301,1779405315,2026-05-22T06:15:01.112233,2026-05-22T06:15:15.445566
22-05-2026,CCTV01,06:15:02,100,/home/exp2/project/team-models/detector/Yolov3-tiny/outputs/mux5_run_20260522_061500_chunk0003/crop_img/CCTV01/CCTV01_track_100_Car_22-05-2026_06-15-02_f000202_crop.jpg,Nissan,Black,Car,1779405301,1779405315,2026-05-22T06:15:01.112233,2026-05-22T06:15:15.445566
22-05-2026,CCTV01,06:15:03,100,/home/exp2/project/team-models/detector/Yolov3-tiny/outputs/mux5_run_20260522_061500_chunk0003/crop_img/CCTV01/CCTV01_track_100_Car_22-05-2026_06-15-03_f000203_crop.jpg,Nissan,Black,Car,1779405301,1779405315,2026-05-22T06:15:01.112233,2026-05-22T06:15:15.445566
22-05-2026,CCTV01,06:15:04,100,/home/exp2/project/team-models/detector/Yolov3-tiny/outputs/mux5_run_20260522_061500_chunk0003/crop_img/CCTV01/CCTV01_track_100_Car_22-05-2026_06-15-04_f000204_crop.jpg,Nissan,Black,Car,1779405301,1779405315,2026-05-22T06:15:01.112233,2026-05-22T06:15:15.445566
22-05-2026,CCTV01,06:15:20,101,/home/exp2/project/team-models/detector/Yolov3-tiny/outputs/mux5_run_20260522_061500_chunk0003/crop_img/CCTV01/CCTV01_track_101_Car_22-05-2026_06-15-20_f000220_crop.jpg,BMW,White,Car,1779405320,1779405336,2026-05-22T06:15:20.334455,2026-05-22T06:15:36.667788
22-05-2026,CCTV01,06:15:21,101,/home/exp2/project/team-models/detector/Yolov3-tiny/outputs/mux5_run_20260522_061500_chunk0003/crop_img/CCTV01/CCTV01_track_101_Car_22-05-2026_06-15-21_f000221_crop.jpg,BMW,White,Car,1779405320,1779405336,2026-05-22T06:15:20.334455,2026-05-22T06:15:36.667788
22-05-2026,CCTV01,06:15:22,101,/home/exp2/project/team-models/detector/Yolov3-tiny/outputs/mux5_run_20260522_061500_chunk0003/crop_img/CCTV01/CCTV01_track_101_Car_22-05-2026_06-15-22_f000222_crop.jpg,BMW,White,Car,1779405320,1779405336,2026-05-22T06:15:20.334455,2026-05-22T06:15:36.667788
22-05-2026,CCTV01,06:15:45,102,/home/exp2/project/team-models/detector/Yolov3-tiny/outputs/mux5_run_20260522_061500_chunk0003/crop_img/CCTV01/CCTV01_track_102_Motorcycle_22-05-2026_06-15-45_f000250_crop.jpg,Kawasaki,Green,Motorcycle,1779405345,1779405355,2026-05-22T06:15:45.556677,2026-05-22T06:15:55.889900
22-05-2026,CCTV01,06:15:46,102,/home/exp2/project/team-models/detector/Yolov3-tiny/outputs/mux5_run_20260522_061500_chunk0003/crop_img/CCTV01/CCTV01_track_102_Motorcycle_22-05-2026_06-15-46_f000251_crop.jpg,Kawasaki,Green,Motorcycle,1779405345,1779405355,2026-05-22T06:15:45.556677,2026-05-22T06:15:55.889900
22-05-2026,CCTV01,06:15:47,102,/home/exp2/project/team-models/detector/Yolov3-tiny/outputs/mux5_run_20260522_061500_chunk0003/crop_img/CCTV01/CCTV01_track_102_Motorcycle_22-05-2026_06-15-47_f000252_crop.jpg,Kawasaki,Green,Motorcycle,1779405345,1779405355,2026-05-22T06:15:45.556677,2026-05-22T06:15:55.889900
